Rank,Club,Country,Level,Elo,From,To
None,Heidenheim,GER,2,1501.63171387,2019-07-28,2019-08-01
None,BATE,BLR,1,1501.59838867,2019-08-01,2019-08-01
None,Dijon,FRA,1,1501.59594727,2019-07-26,2019-08-01
None,Norrkoeping,SWE,1,1500.9095459,2019-08-01,2019-08-01
None,Vitesse,NED,1,1500.21691895,2019-07-31,2019-08-01
None,Birmingham,ENG,2,1500.17236328,2019-07-26,2019-08-01
None,Orenburg,RUS,1,1498.17077637,2019-07-29,2019-08-01
None,Ferencvaros,HUN,1,1497.84790039,2019-07-31,2019-08-01
None,FK Astana,KAZ,0,1497.09033203,2019-07-26,2019-08-01
None,Toulouse,FRA,1,1496.29309082,2019-07-26,2019-08-01
None,Antwerp,BEL,1,1495.63439941,2019-07-29,2019-08-01
None,Elche,ESP,2,1495.29174805,2019-07-26,2019-08-01
None,Tenerife,ESP,2,1494.81140137,2019-07-26,2019-08-01
None,Las Palmas,ESP,2,1494.2097168,2019-07-26,2019-08-01
None,Anderlecht,BEL,1,1490.15966797,2019-07-29,2019-08-01
None,Zorya,UKR,1,1490.09729004,2019-07-29,2019-08-01
None,Bielefeld,GER,2,1489.63037109,2019-07-30,2019-08-01
None,Rio Ave,POR,1,1488.97399902,2019-07-26,2019-08-01
None,Rosenborg,NOR,1,1487.25427246,2019-08-01,2019-08-01
None,Extremadura,ESP,2,1487.16271973,2019-07-26,2019-08-01
None,Hajduk,CRO,1,1486.46044922,2019-07-31,2019-08-01
None,Jablonec,CZE,1,1485.35449219,2019-07-31,2019-08-01
None,Numancia,ESP,2,1484.28662109,2019-07-26,2019-08-01
None,Brondby,DEN,1,1484.0144043,2019-08-01,2019-08-01
None,Holstein,GER,2,1483.83569336,2019-07-28,2019-08-01
None,Karabakh Agdam,AZE,0,1481.84631348,2019-08-01,2019-08-01
None,CSKA Sofia,BUL,1,1478.47277832,2019-07-29,2019-08-01
None,Ufa,RUS,1,1478.22961426,2019-07-28,2019-08-01
None,AEL Limassol,CYP,0,1477.84802246,2019-07-31,2019-08-01
None,Djurgarden,SWE,1,1477.19726562,2019-08-01,2019-08-01
None,Sturm Graz,AUT,1,1477.18835449,2019-07-29,2019-08-01
None,Haecken,SWE,1,1477.17687988,2019-08-01,2019-08-01
None,Wolfsberg,AUT,1,1476.86779785,2019-07-28,2019-08-01
None,Boavista,POR,1,1476.57922363,2019-07-26,2019-08-01
None,Brescia,ITA,1,1476.08947754,2019-07-26,2019-08-01
None,Lugano,SUI,1,1475.13928223,2019-07-31,2019-08-01
None,Lugo,ESP,2,1474.72363281,2019-07-26,2019-08-01
None,Darmstadt,GER,2,1471.6171875,2019-07-29,2019-08-01
None,Regensburg,GER,2,1471.03405762,2019-07-29,2019-08-01
None,St Truiden,BEL,1,1470.70983887,2019-07-28,2019-08-01
None,Atromitos,GRE,1,1470.63525391,2019-07-31,2019-08-01
None,Blackburn,ENG,2,1470.21325684,2019-07-26,2019-08-01
None,Guingamp,FRA,2,1468.30529785,2019-07-27,2019-08-01
None,Craiova,ROM,1,1468.26745605,2019-07-31,2019-08-01
None,Viitorul,ROM,1,1463.5559082,2019-07-31,2019-08-01
None,Austria Wien,AUT,1,1462.3416748,2019-07-28,2019-08-01
None,Lorient,FRA,2,1462.0168457,2019-07-30,2019-08-01
None,Luzern,SUI,1,1459.96166992,2019-07-31,2019-08-01
None,Olexandriya,UKR,1,1458.98950195,2019-08-01,2019-08-01
None,Caen,FRA,2,1458.89135742,2019-07-27,2019-08-01
None,Lecce,ITA,1,1458.80578613,2019-07-26,2019-08-01
None,Lens,FRA,2,1457.74780273,2019-07-28,2019-08-01
None,Frosinone,ITA,2,1457.0682373,2019-07-26,2019-08-01
None,Wigan,ENG,2,1454.41369629,2019-07-26,2019-08-01
None,Hammarby,SWE,1,1454.296875,2019-08-01,2019-08-01
None,Millwall,ENG,2,1454.28210449,2019-07-26,2019-08-01
None,Reading,ENG,2,1453.43383789,2019-07-26,2019-08-01
None,Alcorcon,ESP,2,1451.56323242,2019-07-26,2019-08-01
None,Osijek,CRO,1,1451.5111084,2019-07-31,2019-08-01
None,Paris FC,FRA,2,1448.02905273,2019-07-30,2019-08-01
None,Chievo,ITA,2,1446.17700195,2019-07-26,2019-08-01
None,Moreirense,POR,1,1445.52075195,2019-07-26,2019-08-01
None,Konyaspor,TUR,1,1444.34204102,2019-07-26,2019-08-01
None,QPR,ENG,2,1443.42272949,2019-07-26,2019-08-01
None,Cittadella,ITA,2,1442.7878418,2019-07-26,2019-08-01
None,Bochum,GER,2,1442.67260742,2019-07-29,2019-08-01
None,Sandhausen,GER,2,1442.03112793,2019-07-28,2019-08-01
None,Benevento,ITA,2,1441.13195801,2019-07-26,2019-08-01
None,Den Haag,NED,1,1440.68615723,2019-07-31,2019-08-01
None,Le Havre,FRA,2,1438.97302246,2019-07-27,2019-08-01
None,Videoton,HUN,1,1438.6060791,2019-07-31,2019-08-01
None,Panathinaikos,GRE,1,1438.53747559,2019-07-31,2019-08-01
None,Crotone,ITA,2,1438.44262695,2019-07-26,2019-08-01
None,Mattersburg,AUT,1,1437.06518555,2019-07-29,2019-08-01
None,Tambov,RUS,1,1436.65332031,2019-07-28,2019-08-01
None,St Pauli,GER,2,1435.56298828,2019-07-30,2019-08-01
None,Mlada Boleslav,CZE,1,1435.52062988,2019-07-31,2019-08-01
None,Partizan,SRB,1,1433.71777344,2019-08-01,2019-08-01
None,Aue,GER,2,1433.61279297,2019-07-29,2019-08-01
None,Maribor,SVN,1,1433.49523926,2019-08-01,2019-08-01
None,Verona,ITA,1,1432.90161133,2019-07-26,2019-08-01
None,Belenenses,POR,1,1432.86865234,2019-07-26,2019-08-01
None,Maritimo,POR,1,1431.62365723,2019-07-26,2019-08-01
None,Fuenlabrada,ESP,2,1430.39929199,2019-07-26,2019-08-01
None,Mirandes,ESP,2,1430.39929199,2019-07-26,2019-08-01
None,Ponferradina,ESP,2,1430.39929199,2019-07-26,2019-08-01
None,Santander,ESP,2,1430.39929199,2019-07-26,2019-08-01
None,Dresden,GER,2,1429.41491699,2019-07-28,2019-08-01
None,Altach,AUT,1,1429.30358887,2019-07-29,2019-08-01
None,Thun,SUI,1,1429.15197754,2019-07-31,2019-08-01
None,Santa Clara,POR,1,1428.64050293,2019-07-26,2019-08-01
None,Beer-Sheva,ISR,1,1428.42785645,2019-07-31,2019-08-01
None,Zulte Waregem,BEL,1,1427.77966309,2019-07-28,2019-08-01
None,Karlsruhe,GER,2,1427.60546875,2019-07-29,2019-08-01
None,Kryliya Sovetov,RUS,1,1426.82519531,2019-07-28,2019-08-01
None,Clermont,FRA,2,1426.72485352,2019-07-27,2019-08-01
None,Zuerich,SUI,1,1426.2668457,2019-07-31,2019-08-01
None,Groningen,NED,1,1425.92993164,2019-07-31,2019-08-01
None,Alanyaspor,TUR,1,1425.79541016,2019-07-26,2019-08-01
None,Sion,SUI,1,1425.47680664,2019-07-31,2019-08-01
None,Nordsjaelland,DEN,1,1425.35742188,2019-08-01,2019-08-01
None,Levski,BUL,1,1421.70727539,2019-07-30,2019-08-01
None,Barnsley,ENG,2,1418.29626465,2019-07-26,2019-08-01
None,Charlton,ENG,2,1418.29626465,2019-07-26,2019-08-01
None,Luton,ENG,2,1418.29626465,2019-07-26,2019-08-01
None,StGallen,SUI,1,1417.4465332,2019-07-31,2019-08-01
None,Soligorsk,BLR,1,1417.13708496,2019-08-01,2019-08-01
None,Botosani,ROM,1,1416.67687988,2019-07-31,2019-08-01
None,Ilichivets,UKR,1,1416.3494873,2019-07-31,2019-08-01
None,Mouscron,BEL,1,1415.78955078,2019-07-28,2019-08-01
None,Malatyaspor,TUR,1,1414.89880371,2019-07-26,2019-08-01
None,Sochi,RUS,1,1414.5345459,2019-07-28,2019-08-01
None,Rizespor,TUR,1,1414.11364746,2019-07-26,2019-08-01
None,Sivasspor,TUR,1,1413.92687988,2019-07-26,2019-08-01
None,Portimonense,POR,1,1413.7701416,2019-07-26,2019-08-01
None,Aves,POR,1,1413.69287109,2019-07-26,2019-08-01
None,Olimpija Ljubljana,SVN,1,1412.1541748,2019-08-01,2019-08-01
None,Wehen,GER,2,1408.57348633,2019-07-29,2019-08-01
None,Osnabrueck,GER,2,1407.38110352,2019-07-28,2019-08-01
None,Ostersund,SWE,1,1405.84936523,2019-08-01,2019-08-01
None,Tondela,POR,1,1404.86828613,2019-07-26,2019-08-01
None,Odense,DEN,1,1404.63098145,2019-08-01,2019-08-01
None,Cremonese,ITA,2,1404.1081543,2019-07-26,2019-08-01
None,Goeztepe,TUR,1,1403.55041504,2019-07-26,2019-08-01
None,Legia,POL,1,1403.03625488,2019-07-29,2019-08-01
None,Slovan Liberec,CZE,1,1401.60534668,2019-07-31,2019-08-01
None,Aberdeen,SCO,1,1400.09875488,2019-07-31,2019-08-01
None,Fuerth,GER,2,1399.81933594,2019-07-29,2019-08-01
None,Spezia,ITA,2,1399.52319336,2019-07-26,2019-08-01
None,Antalyaspor,TUR,1,1399.31030273,2019-07-26,2019-08-01
None,Setubal,POR,1,1394.53137207,2019-07-26,2019-08-01
None,Dinamo Brest,BLR,1,1394.45544434,2019-08-01,2019-08-01
None,Piast Gliwice,POL,1,1394.2512207,2019-07-29,2019-08-01
None,Haugesund,NOR,1,1392.38330078,2019-08-01,2019-08-01
None,Aris,GRE,1,1391.79785156,2019-07-31,2019-08-01
None,Aarhus,DEN,1,1391.2454834,2019-08-01,2019-08-01
None,Pescara,ITA,2,1390.75976562,2019-07-26,2019-08-01
None,Kayseri,TUR,1,1389.47668457,2019-07-26,2019-08-01
None,Heerenveen,NED,1,1389.34375,2019-07-31,2019-08-01
None,Oostende,BEL,1,1388.71105957,2019-07-29,2019-08-01
None,Sigma Olomouc,CZE,1,1387.53820801,2019-07-31,2019-08-01
None,Kasimpasa,TUR,1,1387.45629883,2019-07-26,2019-08-01
None,Vorskla,UKR,1,1386.65429688,2019-07-29,2019-08-01
None,Willem II,NED,1,1386.49682617,2019-07-31,2019-08-01
None,Brann,NOR,1,1386.48376465,2019-08-01,2019-08-01
None,HNK Gorica,CRO,1,1386.14099121,2019-07-31,2019-08-01
None,Chateauroux,FRA,2,1386.14050293,2019-07-27,2019-08-01
None,Perugia,ITA,2,1386.07971191,2019-07-26,2019-08-01
None,Trnava,SLK,0,1385.7208252,2019-07-31,2019-08-01
None,Admira,AUT,1,1384.94763184,2019-07-28,2019-08-01
None,Dinamo Minsk,BLR,1,1384.11230469,2019-08-01,2019-08-01
None,Astra,ROM,1,1383.11633301,2019-07-31,2019-08-01
None,Orleans,FRA,2,1383.0703125,2019-07-27,2019-08-01
None,Goeteborg,SWE,1,1383.0645752,2019-08-01,2019-08-01
None,Pacos Ferreira,POR,1,1382.99597168,2019-07-26,2019-08-01
None,Famalicao,POR,1,1382.99597168,2019-07-26,2019-08-01
None,Gil Vicente,POR,1,1382.99597168,2019-07-26,2019-08-01
None,Valerenga,NOR,1,1381.0690918,2019-08-01,2019-08-01
None,Heracles,NED,1,1380.39538574,2019-07-31,2019-08-01
None,Dinamo Bucuresti,ROM,1,1380.00048828,2019-07-31,2019-08-01
None,Cosenza,ITA,2,1378.99755859,2019-07-26,2019-08-01
None,Nis,SRB,1,1378.47229004,2019-08-01,2019-08-01
None,FC Lviv,UKR,1,1377.61242676,2019-07-31,2019-08-01
None,Domzale,SVN,1,1377.60522461,2019-08-01,2019-08-01
None,Gaz Metan,ROM,1,1377.3770752,2019-07-31,2019-08-01
None,Ankaraguecue,TUR,1,1375.79748535,2019-07-26,2019-08-01
None,Lok Zagreb,CRO,1,1375.07507324,2019-07-31,2019-08-01
None,Xamax,SUI,1,1374.89709473,2019-07-31,2019-08-01
None,Servette,SUI,1,1372.37182617,2019-07-31,2019-08-01
None,Odd Grenland,NOR,1,1371.87109375,2019-08-01,2019-08-01
None,Hartberg,AUT,1,1371.53356934,2019-07-29,2019-08-01
None,Venezia,ITA,2,1370.7689209,2019-07-26,2019-08-01
None,Asteras Tripolis,GRE,1,1369.64025879,2019-07-31,2019-08-01
None,Grenoble,FRA,2,1369.38671875,2019-07-27,2019-08-01
None,Randers,DEN,1,1368.01037598,2019-08-01,2019-08-01
None,Entella,ITA,2,1367.69763184,2019-07-26,2019-08-01
None,Juve Stabia,ITA,2,1367.69763184,2019-07-26,2019-08-01
None,Pisa,ITA,2,1367.69763184,2019-07-26,2019-08-01
None,Pordenone,ITA,2,1367.69763184,2019-07-26,2019-08-01
None,Trapani,ITA,2,1367.69763184,2019-07-26,2019-08-01
None,Zwolle,NED,1,1365.88354492,2019-07-31,2019-08-01
None,Nancy,FRA,2,1364.48205566,2019-07-27,2019-08-01
None,Karpaty,UKR,1,1364.03747559,2019-08-01,2019-08-01
None,Ajaccio,FRA,2,1361.92980957,2019-07-27,2019-08-01
None,Kristiansund,NOR,1,1361.91906738,2019-08-01,2019-08-01
None,Beveren,BEL,1,1361.56237793,2019-07-28,2019-08-01
None,Sarpsborg,NOR,1,1361.19213867,2019-08-01,2019-08-01
None,Dnipro,UKR,1,1361.1427002,2019-08-01,2019-08-01
None,St Poelten,AUT,1,1360.42590332,2019-07-29,2019-08-01
None,Kolos,UKR,1,1359.98620605,2019-07-31,2019-08-01
None,Jagiellonia,POL,1,1359.71569824,2019-07-28,2019-08-01
None,Panionios,GRE,1,1359.38598633,2019-07-31,2019-08-01
None,Kilmarnock,SCO,1,1358.17053223,2019-07-31,2019-08-01
None,Mechelen,BEL,1,1358.02087402,2019-07-28,2019-08-01
None,Xanthi,GRE,1,1357.48815918,2019-07-31,2019-08-01
None,Wattens,AUT,1,1356.24963379,2019-07-28,2019-08-01
None,Esbjerg,DEN,1,1355.52880859,2019-08-01,2019-08-01
None,Lechia,POL,1,1355.25463867,2019-07-29,2019-08-01
None,Valenciennes,FRA,2,1354.34594727,2019-07-27,2019-08-01
None,Lech,POL,1,1352.25231934,2019-07-27,2019-08-01
None,Bnei Yehuda,ISR,1,1351.77685547,2019-07-31,2019-08-01
None,Dunajska,SLK,0,1351.33374023,2019-07-31,2019-08-01
None,Livorno,ITA,2,1351.31481934,2019-07-26,2019-08-01
None,Pogon,POL,1,1350.9855957,2019-07-30,2019-08-01
None,Venlo,NED,1,1350.7043457,2019-07-31,2019-08-01
None,Hibernian,SCO,1,1350.53015137,2019-07-31,2019-08-01
None,Slovacko,CZE,1,1350.44250488,2019-07-31,2019-08-01
None,Auxerre,FRA,2,1350.16223145,2019-07-27,2019-08-01
None,Ruzomberok,SLK,0,1346.23791504,2019-07-31,2019-08-01
None,Niort,FRA,2,1346.22888184,2019-07-27,2019-08-01
None,Ascoli,ITA,2,1344.05395508,2019-07-26,2019-08-01
None,Olimpik Donetsk,UKR,1,1343.58032227,2019-08-01,2019-08-01
None,Bodoe Glimt,NOR,1,1342.0657959,2019-08-01,2019-08-01
