Rank,Club,Country,Level,Elo,From,To
None,Admira,AUT,1,1337.71179199,2021-08-01,2021-08-05
None,Lubin,POL,1,1335.29248047,2021-07-31,2021-08-04
None,BATE,BLR,1,1333.3581543,2021-07-30,2021-08-02
None,Ceske Budejovice,CZE,1,1332.85998535,2021-07-30,2021-08-01
None,Goeteborg,SWE,1,1332.17028809,2021-07-30,2021-08-02
None,Rukh Lviv,UKR,1,1331.859375,2021-07-30,2021-08-01
None,Sheriff Tiraspol,MOL,0,1330.78955078,2021-07-30,2021-08-03
None,Cracovia,POL,1,1330.52966309,2021-07-30,2021-08-01
None,St Johnstone,SCO,1,1330.10400391,2021-08-01,2021-08-03
None,Ashdod,ISR,1,1329.52624512,2021-07-30,2021-08-05
None,Vaduz,LIE,0,1327.45593262,2021-07-30,2021-08-03
None,Viitorul,ROM,1,1325.65356445,2021-07-31,2021-08-03
None,Maribor,SVN,1,1325.39746094,2021-07-30,2021-08-01
None,Inhulets,UKR,1,1325.24121094,2021-07-30,2021-08-02
None,Lillestrom,NOR,1,1323.00488281,2021-07-30,2021-08-05
None,Backa Topola,SRB,1,1321.38696289,2021-07-30,2021-08-02
None,Waalwijk,NED,1,1319.28771973,2021-07-30,2021-08-03
None,Dunkerque,FRA,2,1317.29577637,2021-08-01,2021-08-03
None,Beitar,ISR,1,1316.44775391,2021-07-30,2021-08-05
None,Karvina,CZE,1,1316.42797852,2021-08-01,2021-08-03
None,Atromitos,GRE,1,1315.27062988,2021-07-30,2021-08-03
None,Neftchi,AZE,0,1314.84973145,2021-07-30,2021-08-03
None,Tobol,KAZ,0,1314.76208496,2021-07-30,2021-08-05
None,Jagiellonia,POL,1,1313.69030762,2021-07-30,2021-08-01
None,Wisla,POL,1,1313.52282715,2021-08-01,2021-08-04
None,Livingston,SCO,1,1312.72106934,2021-08-01,2021-08-03
None,Stromsgodset,NOR,1,1312.140625,2021-07-30,2021-08-05
None,Vejle,DEN,1,1310.69104004,2021-07-30,2021-08-01
None,Mura,SVN,1,1310.67456055,2021-08-01,2021-08-05
None,Hapoel Eran Hadera,ISR,1,1308.62548828,2021-07-30,2021-08-05
None,Warta,POL,1,1308.24169922,2021-07-30,2021-08-01
None,Netanya,ISR,1,1307.85827637,2021-07-30,2021-08-05
None,Viborg,DEN,1,1306.75878906,2021-08-01,2021-08-03
None,Bastia,FRA,2,1305.99304199,2021-07-25,2021-08-03
None,Sarpsborg,NOR,1,1305.62854004,2021-07-30,2021-08-05
None,Sandefjord,NOR,1,1304.95581055,2021-07-30,2021-08-05
None,Karagandy,KAZ,0,1304.15710449,2021-07-30,2021-08-05
None,US Quevilly,FRA,2,1303.28991699,2021-07-25,2021-08-03
None,Cambuur,NED,1,1301.8614502,2021-07-30,2021-08-03
None,Go Ahead Eagles,NED,1,1301.8614502,2021-07-30,2021-08-03
None,Nijmegen,NED,1,1301.8614502,2021-07-30,2021-08-03
None,Gornik,POL,1,1300.27587891,2021-07-31,2021-08-04
None,Clinceni,ROM,1,1300.0748291,2021-07-30,2021-08-02
None,Domzale,SVN,1,1300.04504395,2021-07-30,2021-08-01
None,Metalist 1925,UKR,1,1299.94116211,2021-07-31,2021-08-03
None,Dinamo Brest,BLR,1,1299.75854492,2021-07-30,2021-08-02
None,Paksi,HUN,1,1299.72265625,2021-07-31,2021-08-04
None,Beroe Stara Zagora,BUL,1,1299.38232422,2021-07-30,2021-08-02
None,Silkeborg,DEN,1,1298.86010742,2021-07-30,2021-08-01
None,Veres,UKR,1,1298.70117188,2021-07-30,2021-08-01
None,Adana Demirspor,TUR,1,1298.40380859,2021-07-30,2021-08-05
None,Altay,TUR,1,1298.40380859,2021-07-30,2021-08-05
None,Giresunspor,TUR,1,1298.40380859,2021-07-30,2021-08-05
None,Mjaellby,SWE,1,1298.02832031,2021-07-30,2021-08-01
None,Plock,POL,1,1296.6394043,2021-07-30,2021-08-02
None,Stabaek,NOR,1,1295.62646484,2021-07-30,2021-08-05
None,Motherwell,SCO,1,1295.265625,2021-07-30,2021-08-01
None,FC Lviv,UKR,1,1294.73815918,2021-07-31,2021-08-03
None,Puskas Akademia,HUN,1,1294.06726074,2021-07-30,2021-08-01
None,Levski,BUL,1,1292.73742676,2021-08-01,2021-08-03
None,Cherno More,BUL,1,1291.50769043,2021-07-30,2021-08-02
None,Lamia,GRE,1,1291.03149414,2021-07-30,2021-08-03
None,Gaz Metan,ROM,1,1290.77062988,2021-07-31,2021-08-03
None,Kiryat Shmona,ISR,1,1290.1628418,2021-07-30,2021-08-05
None,Niort,FRA,2,1288.3203125,2021-08-01,2021-08-03
None,Sibenik,CRO,1,1286.73071289,2021-07-30,2021-08-01
None,Ujpest,HUN,1,1286.69873047,2021-07-30,2021-08-01
None,IK Sirius,SWE,1,1286.3236084,2021-07-30,2021-08-02
None,Nis,SRB,1,1286.12890625,2021-08-01,2021-08-03
None,Hapoel Haifa,ISR,1,1285.7611084,2021-07-30,2021-08-05
None,Teplice,CZE,1,1285.33789062,2021-07-31,2021-08-03
None,Kisvarda,HUN,1,1282.45507812,2021-08-01,2021-08-04
None,St Mirren,SCO,1,1281.4909668,2021-08-01,2021-08-03
None,Dinamo Minsk,BLR,1,1280.27624512,2021-07-30,2021-08-01
None,NFC Volos,GRE,1,1279.79089355,2021-07-30,2021-08-03
None,Mezokovesd-Zsory,HUN,1,1278.92077637,2021-07-31,2021-08-04
None,Varbergs,SWE,1,1278.91918945,2021-08-01,2021-08-03
None,Mynai,UKR,1,1278.05554199,2021-08-01,2021-08-03
None,Chernomorets,UKR,1,1277.98425293,2021-08-01,2021-08-03
None,H Tel Aviv,ISR,1,1277.69726562,2021-07-30,2021-08-05
None,Tescoma Zlin,CZE,1,1276.73742676,2021-07-30,2021-08-01
None,Inter Baku,AZE,0,1274.55383301,2021-07-30,2021-08-03
None,Olimpija Ljubljana,SVN,1,1270.86047363,2021-07-30,2021-08-01
None,Mjondalen,NOR,1,1268.16638184,2021-07-30,2021-08-05
None,Oerebro,SWE,1,1268.13586426,2021-07-30,2021-08-02
None,Dinamo Bucuresti,ROM,1,1267.94128418,2021-07-30,2021-08-02
None,Brann,NOR,1,1267.91809082,2021-07-30,2021-08-05
None,FK Riga,LAT,0,1266.7434082,2021-07-30,2021-08-05
None,Kuopio,FIN,0,1266.50012207,2021-07-30,2021-08-03
None,Arda,BUL,1,1264.11523438,2021-07-30,2021-08-03
None,Chindia Targoviste,ROM,1,1264.04943848,2021-08-01,2021-08-03
None,OFI,GRE,1,1263.98937988,2021-07-30,2021-08-03
None,M Petach Tikva,ISR,1,1261.67028809,2021-07-30,2021-08-05
None,Istra 1961,CRO,1,1260.63903809,2021-08-01,2021-08-04
None,Ionikos,GRE,1,1260.3873291,2021-07-30,2021-08-03
None,UTA Arad,ROM,1,1259.72546387,2021-07-30,2021-08-01
None,Zalaegerszegi,HUN,1,1259.69104004,2021-07-30,2021-08-01
None,Radomiak,POL,1,1259.13769531,2021-08-01,2021-08-04
None,Sumqayit,AZE,0,1258.67199707,2021-07-30,2021-08-03
None,Velez Mostar,BHZ,0,1258.46728516,2021-07-30,2021-08-05
None,Suduva,LIT,0,1257.59521484,2021-07-30,2021-08-05
None,Laci,ALB,0,1257.04174805,2021-07-30,2021-08-05
None,Hradec Kralove,CZE,1,1255.98583984,2021-08-01,2021-08-03
None,Kalmar,SWE,1,1255.8840332,2021-07-30,2021-08-01
None,Arges Pitesti,ROM,1,1255.76843262,2021-07-31,2021-08-03
None,CSKA 1948 Sofia,BUL,1,1252.94665527,2021-08-01,2021-08-03
None,Krusevac,SRB,1,1252.27990723,2021-07-31,2021-08-03
None,Halmstad,SWE,1,1250.05725098,2021-07-30,2021-08-02
None,Tromso,NOR,1,1248.65356445,2021-07-30,2021-08-05
None,RFS,LAT,0,1248.6192627,2021-07-30,2021-08-05
None,Voluntari,ROM,1,1247.12768555,2021-08-01,2021-08-03
None,Partizani Tirana,ALB,0,1246.6541748,2021-07-30,2021-08-05
None,Dundee United,SCO,1,1246.41186523,2021-07-30,2021-08-01
None,Stal Mielec,POL,1,1245.6081543,2021-08-01,2021-08-04
None,Ross County,SCO,1,1245.54187012,2021-08-01,2021-08-03
None,Slavia Sofia,BUL,1,1244.51416016,2021-07-31,2021-08-03
None,Hearts,SCO,1,1241.70605469,2021-08-01,2021-08-03
None,Liepajas,LAT,0,1240.9831543,2021-07-30,2021-08-05
None,Bravo,SVN,1,1240.86901855,2021-08-01,2021-08-05
None,Degerfors,SWE,1,1239.60668945,2021-08-01,2021-08-03
None,Honved,HUN,1,1238.49414062,2021-08-01,2021-08-04
None,Ostersund,SWE,1,1237.87487793,2021-07-30,2021-08-01
None,Panetolikos,GRE,1,1237.14978027,2021-07-30,2021-08-03
None,Vllaznia,ALB,0,1236.62255859,2021-07-30,2021-08-05
None,Mladost Lucani,SRB,1,1236.04309082,2021-07-30,2021-08-03
None,Vozdovac Beograd,SRB,1,1235.46350098,2021-07-30,2021-08-01
None,Nieciecza,POL,1,1234.37145996,2021-08-01,2021-08-04
None,Botev Plovdiv,BUL,1,1234.14477539,2021-07-30,2021-08-02
None,Giannina,GRE,1,1231.91503906,2021-07-30,2021-08-03
None,Dundalk,IRL,0,1231.22949219,2021-07-30,2021-08-03
None,Apollon Athens,GRE,1,1231.17895508,2021-07-30,2021-08-03
None,MTK,HUN,1,1231.15686035,2021-07-31,2021-08-04
None,FK Sarajevo,BHZ,0,1230.00012207,2021-07-30,2021-08-05
None,Siroki Brijeg,BHZ,0,1229.78186035,2021-07-30,2021-08-05
None,Tabor Sezana,SVN,1,1229.57763672,2021-07-30,2021-08-01
None,Gornik Leczna,POL,1,1229.37756348,2021-07-31,2021-08-04
None,Radnik Surdulica,SRB,1,1229.05310059,2021-08-01,2021-08-03
None,Dundee,SCO,1,1227.75793457,2021-08-01,2021-08-03
None,HJK Helsinki,FIN,0,1226.46862793,2021-07-30,2021-08-03
None,Bohemians Dublin,IRL,0,1225.36291504,2021-07-30,2021-08-03
None,Celje,SVN,1,1224.76000977,2021-08-01,2021-08-05
None,Batumi,GEO,0,1223.32800293,2021-07-30,2021-08-05
None,Zlatibor,SRB,1,1221.66064453,2021-08-01,2021-08-03
None,Rapid Bucuresti,ROM,1,1219.27783203,2021-07-31,2021-08-03
None,Sfintul Gheorghe,MOL,0,1216.86218262,2021-07-30,2021-08-03
None,Teuta Durres,ALB,0,1216.1784668,2021-07-30,2021-08-05
None,Rukh Brest,BLR,1,1213.35839844,2021-07-31,2021-08-13
None,Proleter Novi Sad,SRB,1,1209.77575684,2021-07-31,2021-08-03
None,Bnei Sakhinin,ISR,1,1208.3873291,2021-07-30,2021-08-05
None,Aluminij,SVN,1,1206.86340332,2021-07-31,2021-08-05
None,Tsarsko Selo,BUL,1,1204.90991211,2021-07-31,2021-08-03
None,Dragovoljac,CRO,1,1204.80786133,2021-07-31,2021-08-04
None,Honka Espoo,FIN,0,1204.7421875,2021-07-30,2021-08-03
None,Borac Banja Luka,BHZ,0,1204.14025879,2021-07-30,2021-08-05
None,Valmieras,LAT,0,1203.17150879,2021-07-30,2021-08-05
None,Zalgiris Vilnius,LIT,0,1202.59375,2021-07-30,2021-08-05
None,Debrecen,HUN,1,1202.57507324,2021-08-01,2021-08-04
None,Metalac Gornji Milanovac,SRB,1,1202.19567871,2021-07-30,2021-08-01
None,Inter Turku,FIN,0,1198.90856934,2021-07-30,2021-08-03
None,Novi Pazar,SRB,1,1197.74255371,2021-07-31,2021-08-03
None,Craiova 1948,ROM,1,1197.74035645,2021-08-01,2021-08-03
None,Breidablik,ISL,0,1192.93603516,2021-07-30,2021-08-05
None,Dila Gori,GEO,0,1192.71838379,2021-07-30,2021-08-05
None,Shkendija,MAC,0,1192.23083496,2021-07-30,2022-07-05
None,Torpedo Zhodino,BLR,1,1189.82324219,2021-07-30,2021-08-02
None,Shamrock,IRL,0,1187.6529541,2021-07-30,2021-08-03
None,Botev Vratsa,BUL,1,1186.99511719,2021-08-01,2021-08-03
None,Gagra,GEO,0,1184.31896973,2021-07-30,2021-08-05
None,Gyirmot,HUN,1,1182.61242676,2021-07-31,2021-08-04
None,Koper,SVN,1,1181.11376953,2021-08-01,2021-08-05
None,Petrocub,MOL,0,1179.42602539,2021-07-30,2021-08-03
None,Hapoel Jerusalem,ISR,1,1178.92346191,2021-07-30,2021-08-05
None,Hapoel Nof Hagalil,ISR,1,1178.92346191,2021-07-30,2021-08-05
None,Milsami Orhei,MOL,0,1178.65344238,2021-07-30,2021-08-03
None,Dinamo Tbilisi,GEO,0,1178.30700684,2021-07-30,2021-08-05
None,Sligo,IRL,0,1176.72473145,2021-07-30,2021-08-03
None,Hafnarfjoerdur,ISL,0,1170.16101074,2021-07-30,2021-08-05
None,Mioveni,ROM,1,1165.82092285,2021-07-30,2021-08-02
None,Valur,ISL,0,1161.31054688,2021-07-30,2021-08-05
None,Alashkert,ARM,0,1154.78503418,2021-07-30,2021-08-05
None,Isloch,BLR,1,1152.36010742,2021-07-30,2021-08-02
None,Stjarnan,ISL,0,1148.8104248,2021-07-30,2021-08-05
None,Panevezys,LIT,0,1143.99890137,2021-07-30,2021-08-05
None,The New Saints,WAL,0,1141.70776367,2021-07-30,2021-08-05
None,FK Vitebsk,BLR,1,1141.39978027,2021-07-30,2021-08-02
None,Gomel,BLR,1,1136.57922363,2021-07-30,2021-08-02
None,Ararat,ARM,0,1129.96582031,2021-07-30,2021-08-05
None,Radomlje,SVN,1,1125.56140137,2021-07-31,2021-08-05
None,FK Minsk,BLR,1,1115.71582031,2021-07-30,2021-08-15
None,Neman Grodno,BLR,1,1114.40087891,2021-07-30,2021-08-02
None,Linfield,NIR,0,1114.29382324,2021-07-30,2021-08-03
None,Kauno Zalgiris,LIT,0,1112.41760254,2021-07-30,2021-08-05
None,Coleraine,NIR,0,1112.36499023,2021-07-30,2021-08-03
None,Larne,NIR,0,1111.76293945,2021-07-30,2021-08-03
None,Drita,KOS,0,1106.51904297,2021-07-30,2021-08-05
None,Fola Esch,LUX,0,1102.92480469,2021-07-30,2021-08-03
None,Banants,ARM,0,1099.72473145,2021-07-30,2021-08-05
None,Kragujevac,SRB,1,1099.6159668,2021-07-31,2021-08-03
None,Shkupi,MAC,0,1097.66296387,2021-07-30,2022-07-05
None,Struga,MAC,0,1097.10375977,2021-07-30,2022-07-01
None,Zvyazda BDU,BLR,1,1094.95666504,2021-07-31,2021-08-22
None,Glentoran,NIR,0,1088.39892578,2021-07-30,2021-08-03
None,Noah,ARM,0,1087.85314941,2021-07-30,2021-08-05
None,Sileks,MAC,0,1086.4276123,2021-07-30,2022-07-01
None,Swift Hesperange,LUX,0,1085.08447266,2021-07-30,2021-08-03
None,Flora Tallinn,EST,0,1077.94616699,2021-07-30,2021-08-05
None,Dudelange,LUX,0,1077.93762207,2021-07-30,2021-08-03
None,Kolubara Lazarevac,SRB,1,1076.47021484,2021-07-30,2021-08-02
None,Lok Sofia,BUL,1,1074.20739746,2021-07-30,2021-08-01
None,R Letzebuerg,LUX,0,1073.91589355,2021-07-30,2021-08-03
None,Blagoevgrad,BUL,1,1073.25476074,2021-07-30,2021-08-02
None,Slavia Mozyr,BLR,1,1072.46228027,2021-08-01,2021-08-14
None,Connahs Quay,WAL,0,1061.71044922,2021-07-30,2021-08-05
None,Prishtine,KOS,0,1035.92016602,2021-07-30,2021-08-05
None,Slutsk,BLR,1,1034.8137207,2021-07-30,2021-08-01
None,Birkirkara,MLT,0,1033.60681152,2021-07-30,2021-08-05
None,Klaksvik,FAR,0,1030.38879395,2021-07-28,2021-08-05
None,Llapi,KOS,0,1029.94750977,2021-07-30,2021-08-05
None,Bala,WAL,0,1028.59216309,2021-07-30,2021-08-05
None,FK Podgorica,MNT,0,1022.45349121,2021-07-30,2022-07-01
None,Newtown AFC,WAL,0,1021.94750977,2021-07-30,2021-08-05
None,Mosta,MLT,0,1021.08221436,2021-07-30,2021-08-05
None,Hibernians Paola,MLT,0,1020.29736328,2021-07-30,2021-08-05
None,FC Infonet,EST,0,1019.75317383,2021-07-30,2021-08-05
None,Paide Linnameeskond,EST,0,1019.58575439,2021-07-30,2021-08-05
None,Sutjeska,MNT,0,1018.59686279,2021-07-30,2022-07-05
None,Decic,MNT,0,1017.8963623,2021-07-30,2022-07-05
None,Gzira United,MLT,0,1011.48864746,2021-07-30,2021-08-05
None,Podgorica,MNT,0,1007.83905029,2021-07-30,2022-07-05
None,Sputnik,BLR,1,993.885620117,2021-07-30,2022-01-01
None,Smorgon,BLR,1,992.166137695,2021-08-01,2021-08-15
None,HB Torshavn,FAR,0,984.943481445,2021-07-28,2021-08-05
None,Runavik,FAR,0,967.692077637,2021-07-28,2021-08-05
None,Lincoln,GIB,0,949.454711914,2021-07-29,2021-08-05
None,College Europa,GIB,0,930.457519531,2021-07-29,2021-08-05
None,St Josephs,GIB,0,904.290100098,2021-07-29,2021-08-05
None,Santa Coloma,AND,0,850.137878418,2021-07-30,2022-06-21
None,Mons Calpe,GIB,0,840.903381348,2021-07-29,2021-08-05
None,Matecosa Sant Julia,AND,0,822.793884277,2021-07-30,2022-06-21
None,Escaldes,AND,0,816.845947266,2021-07-30,2022-06-21
None,Folgore,SMR,0,667.026855469,2021-07-28,2022-06-21
None,Tre Penne,SMR,0,661.096801758,2021-07-28,2022-06-21
None,La Fiorita,SMR,0,647.356323242,2021-07-28,2022-06-21


