Rank,Club,Country,Level,Elo,From,To
34,Roma,ITA,1,1742.37939453,2015-07-31,2015-08-06
35,Tottenham,ENG,1,1733.15515137,2015-07-31,2015-08-06
36,Malaga,ESP,1,1722.17553711,2015-07-31,2015-08-06
37,Saint-Etienne,FRA,1,1720.51086426,2015-07-31,2015-08-04
38,Schalke,GER,1,1717.8092041,2015-07-31,2015-08-06
39,Southampton,ENG,1,1717.72595215,2015-07-31,2015-08-06
40,Sporting,POR,1,1716.27966309,2015-07-31,2015-08-06
41,Everton,ENG,1,1709.03625488,2015-07-31,2015-08-04
42,Marseille,FRA,1,1708.48876953,2015-07-31,2015-08-04
43,Rayo Vallecano,ESP,1,1704.49963379,2015-07-31,2015-08-01
44,Stoke,ENG,1,1700.78381348,2015-07-31,2015-08-01
45,Basel,SUI,1,1700.14025879,2015-07-31,2015-08-01
46,Gijon,ESP,1,1698.81799316,2015-07-31,2015-08-06
47,Betis,ESP,1,1697.25268555,2015-07-31,2015-08-06
48,Augsburg,GER,1,1697.19787598,2015-07-31,2015-08-06
49,FC Krasnodar,RUS,1,1695.01745605,2015-07-31,2015-08-02
50,Inter,ITA,1,1693.76550293,2015-07-31,2015-08-02
51,Fenerbahce,TUR,1,1690.16369629,2015-07-31,2015-08-05
52,Levante,ESP,1,1684.70275879,2015-07-31,2015-08-05
53,Elche,ESP,2,1684.67211914,2015-07-31,2015-08-05
54,Milan,ITA,1,1683.60559082,2015-07-31,2015-08-05
55,Mainz,GER,1,1679.16101074,2015-07-31,2015-08-05
56,Swansea,ENG,1,1673.08325195,2015-07-31,2015-08-05
57,Hoffenheim,GER,1,1672.00085449,2015-07-31,2015-08-05
58,Olympiakos,GRE,1,1670.60595703,2015-07-31,2015-08-05
59,Granada,ESP,1,1670.06970215,2015-07-31,2015-08-05
60,Viktoria Plzen,CZE,1,1669.82824707,2015-07-31,2015-08-01
61,Torino,ITA,1,1669.50732422,2015-07-31,2015-08-01
62,Frankfurt,GER,1,1668.01757812,2015-07-31,2015-08-01
63,Las Palmas,ESP,1,1664.96801758,2015-07-31,2015-08-01
64,Genoa,ITA,1,1664.92041016,2015-07-31,2015-08-01
65,Dnipro,UKR,1,1664.81323242,2015-07-31,2015-08-01
66,Galatasaray,TUR,1,1662.81665039,2015-07-31,2015-08-01
67,Depor,ESP,1,1661.60803223,2015-07-31,2015-08-01
68,Girona,ESP,2,1660.96081543,2015-07-31,2015-08-01
69,PSV,NED,1,1660.62402344,2015-07-31,2015-08-01
70,Dynamo Moskva,RUS,1,1659.13330078,2015-07-31,2015-08-01
71,Ajax,NED,1,1657.89025879,2015-07-31,2015-08-01
72,Bordeaux,FRA,1,1656.66271973,2015-07-31,2015-08-01
73,Getafe,ESP,1,1655.7911377,2015-07-31,2015-08-01
74,Sparta Praha,CZE,1,1655.58410645,2015-07-31,2015-08-01
75,Werder,GER,1,1655.40307617,2015-07-31,2015-08-04
76,Koeln,GER,1,1653.34875488,2015-07-31,2015-08-05
77,Lille,FRA,1,1652.07177734,2015-07-31,2015-08-01
78,Crystal Palace,ENG,1,1649.2565918,2015-07-31,2015-08-01
79,Freiburg,GER,2,1648.51965332,2015-07-31,2015-08-01
80,Salzburg,AUT,1,1643.17321777,2015-07-31,2015-08-01
81,Hannover,GER,1,1642.36572266,2015-07-31,2015-08-01
82,Valladolid,ESP,2,1638.23388672,2015-07-31,2015-08-01
83,West Brom,ENG,1,1638.09326172,2015-07-31,2015-08-01
84,Almeria,ESP,2,1637.37854004,2015-07-31,2015-08-01
85,Leicester,ENG,1,1636.09936523,2015-07-31,2015-08-01
86,Stuttgart,GER,1,1629.43249512,2015-07-31,2015-08-05
87,Besiktas,TUR,1,1626.13793945,2015-07-31,2015-08-05
88,Lok Moskva,RUS,1,1625.44763184,2015-07-31,2015-08-02
89,Montpellier,FRA,1,1623.79736328,2015-07-31,2015-08-04
90,Eibar,ESP,1,1621.92053223,2015-07-31,2015-08-01
91,Palermo,ITA,1,1621.13183594,2015-07-31,2015-08-01
92,Hamburg,GER,1,1618.85510254,2015-07-31,2015-08-01
93,Hertha,GER,1,1618.07177734,2015-07-31,2015-08-01
94,Norwich,ENG,1,1617.68249512,2015-07-31,2015-08-01
95,Brugge,BEL,1,1617.50268555,2015-07-31,2015-08-01
96,Rubin Kazan,RUS,1,1615.1072998,2015-07-31,2015-08-03
97,Sampdoria,ITA,1,1609.17114258,2015-07-31,2015-08-02
98,West Ham,ENG,1,1609.11865234,2015-07-31,2015-08-02
99,Anderlecht,BEL,1,1607.87597656,2015-07-31,2015-08-02
100,Verona,ITA,1,1607.71447754,2015-07-31,2015-08-04
None,Sunderland,ENG,1,1607.60742188,2015-07-31,2015-08-05
None,Sassuolo,ITA,1,1600.3470459,2015-07-31,2015-08-06
None,Zaragoza,ESP,2,1599.97167969,2015-07-31,2015-08-06
None,Bournemouth,ENG,1,1597.0769043,2015-07-31,2015-08-06
None,Spartak Moskva,RUS,1,1593.65197754,2015-07-31,2015-08-03
None,Newcastle,ENG,1,1590.09570312,2015-07-31,2015-08-06
None,Young Boys,SUI,1,1588.90673828,2015-07-31,2015-08-01
None,Empoli,ITA,1,1587.79736328,2015-07-31,2015-08-06
None,Chievo,ITA,1,1585.65893555,2015-07-31,2015-08-06
None,Caen,FRA,1,1583.86340332,2015-07-31,2015-08-04
None,Gent,BEL,1,1582.89172363,2015-08-01,2015-08-05
None,Bastia,FRA,1,1581.90844727,2015-07-31,2015-08-04
None,Rapid Wien,AUT,1,1581.72753906,2015-07-31,2015-08-01
None,Rennes,FRA,1,1580.41882324,2015-07-31,2015-08-04
None,Aston Villa,ENG,1,1580.3762207,2015-07-31,2015-08-06
None,Lorient,FRA,1,1579.52087402,2015-07-31,2015-08-04
None,Alcorcon,ESP,2,1577.54125977,2015-07-31,2015-08-06
None,Watford,ENG,1,1576.56237793,2015-07-31,2015-08-06
None,Steaua,ROM,1,1576.50048828,2015-07-31,2015-08-01
None,Guingamp,FRA,1,1576.1159668,2015-07-31,2015-08-04
None,Braga,POR,1,1575.9498291,2015-07-31,2015-08-06
None,Llagostera,ESP,2,1575.88439941,2015-07-31,2015-08-06
None,Dinamo Zagreb,CRO,1,1574.40722656,2015-08-01,2015-08-04
None,Burnley,ENG,2,1573.47888184,2015-07-31,2015-08-06
None,Udinese,ITA,1,1573.30371094,2015-07-31,2015-08-06
None,Celtic,SCO,1,1573.03063965,2015-07-31,2015-08-01
None,Troyes,FRA,1,1571.14794922,2015-07-31,2015-08-04
None,Nice,FRA,1,1571.05456543,2015-07-31,2015-08-04
None,Panathinaikos,GRE,1,1570.97497559,2015-07-31,2015-08-05
None,Atalanta,ITA,1,1570.39343262,2015-07-31,2015-08-06
None,Ponferradina,ESP,2,1569.53393555,2015-07-31,2015-08-06
None,Hull,ENG,2,1567.24609375,2015-07-31,2015-08-06
None,Trabzonspor,TUR,1,1566.29870605,2015-07-31,2015-08-05
None,Legia,POL,1,1565.94873047,2015-07-31,2015-08-02
None,APOEL,CYP,0,1562.43041992,2015-07-31,2015-08-04
None,Mirandes,ESP,2,1561.51696777,2015-07-31,2015-08-06
None,Cagliari,ITA,2,1560.5949707,2015-07-31,2015-08-06
None,Leganes,ESP,2,1558.8223877,2015-07-31,2015-08-06
None,Numancia,ESP,2,1558.64575195,2015-07-31,2015-08-06
None,Middlesbrough,ENG,2,1557.73254395,2015-07-31,2015-08-06
None,Bursaspor,TUR,1,1556.90466309,2015-07-31,2015-08-05
None,Zorya,UKR,1,1555.2454834,2015-07-31,2015-08-02
None,Metalist,UKR,1,1553.07409668,2015-07-31,2015-08-02
None,Nantes,FRA,1,1551.18078613,2015-07-31,2015-08-04
None,Terek Grozny,RUS,1,1548.43786621,2015-07-31,2015-08-01
None,Cordoba,ESP,2,1547.98999023,2015-07-31,2015-08-06
None,Feyenoord,NED,1,1546.86584473,2015-07-31,2015-08-04
None,Lautern,GER,2,1545.73071289,2015-08-01,2015-08-06
None,Osasuna,ESP,2,1545.28234863,2015-07-31,2015-08-06
None,Tenerife,ESP,2,1545.25195312,2015-07-31,2015-08-06
None,Kuban,RUS,1,1545.20471191,2015-08-01,2015-08-05
None,BATE,BLR,1,1543.70507812,2015-07-31,2015-08-05
None,Paderborn,GER,2,1543.55627441,2015-07-31,2015-08-02
None,Luzern,SUI,1,1542.65466309,2015-07-31,2015-08-02
None,Toulouse,FRA,1,1541.42138672,2015-07-31,2015-08-04
None,Reims,FRA,1,1540.72827148,2015-07-31,2015-08-04
None,Ingolstadt,GER,1,1540.3059082,2015-07-31,2015-08-06
None,QPR,ENG,2,1540.22436523,2015-07-31,2015-08-06
None,Standard,BEL,1,1539.31848145,2015-07-31,2015-08-02
None,Alaves,ESP,2,1538.38146973,2015-07-31,2015-08-06
None,Vitesse,NED,1,1537.9050293,2015-07-31,2015-08-04
None,Amkar Perm,RUS,1,1537.71044922,2015-07-31,2015-08-01
None,Nacional,POR,1,1537.18640137,2015-07-31,2015-08-06
None,Guimaraes,POR,1,1536.79125977,2015-07-31,2015-08-06
None,Bilbao B,ESP,2,1536.32141113,2015-07-31,2015-08-06
None,Huesca,ESP,2,1536.32141113,2015-07-31,2015-08-06
None,Oviedo,ESP,2,1536.32141113,2015-07-31,2015-08-06
None,Tarragona,ESP,2,1536.32141113,2015-07-31,2015-08-06
None,Lugo,ESP,2,1532.52856445,2015-07-31,2015-08-06
None,Albacete,ESP,2,1530.74279785,2015-07-31,2015-08-06
None,Grasshoppers,SUI,1,1526.95019531,2015-07-31,2015-08-02
None,Maritimo,POR,1,1525.34472656,2015-07-31,2015-08-06
None,Derby,ENG,2,1525.23828125,2015-07-31,2015-08-06
None,Karlsruhe,GER,2,1525.18249512,2015-07-31,2015-08-02
None,Mallorca,ESP,2,1524.3848877,2015-07-31,2015-08-06
None,Bueyueksehir,TUR,1,1522.94592285,2015-07-31,2015-08-05
None,Evian TG,FRA,2,1521.73071289,2015-08-01,2015-08-04
None,Jablonec,CZE,1,1520.43615723,2015-07-31,2015-08-02
None,Alkmaar,NED,1,1520.14941406,2015-07-31,2015-08-04
None,Rostov,RUS,1,1519.46008301,2015-07-31,2015-08-02
None,Nancy,FRA,2,1517.80859375,2015-07-31,2015-08-03
None,Zuerich,SUI,1,1517.23718262,2015-07-31,2015-08-02
None,FC Kobenhavn,DEN,1,1517.04589844,2015-07-31,2015-08-02
None,Carpi,ITA,1,1516.6517334,2015-07-31,2015-08-06
None,Rosenborg,NOR,1,1516.40039062,2015-07-31,2015-08-02
None,Thun,SUI,1,1515.34985352,2015-07-31,2015-08-02
None,Estoril,POR,1,1513.52563477,2015-07-31,2015-08-06
None,Sverdlovsk,RUS,1,1512.34777832,2015-07-31,2015-08-02
None,Sion,SUI,1,1512.17700195,2015-07-31,2015-08-01
None,Astra,ROM,1,1511.36254883,2015-07-31,2015-08-02
None,Ipswich,ENG,2,1510.77331543,2015-07-31,2015-08-06
None,Wolves,ENG,2,1509.62658691,2015-07-31,2015-08-06
None,Angers,FRA,1,1509.3614502,2015-07-31,2015-08-04
None,Genk,BEL,1,1508.39697266,2015-08-01,2015-08-05
None,Blackburn,ENG,2,1507.27758789,2015-07-31,2015-08-06
None,Malmoe,SWE,1,1505.36730957,2015-07-31,2015-08-01
None,Darmstadt,GER,1,1504.44824219,2015-07-31,2015-08-06
None,Charleroi,BEL,1,1502.50646973,2015-07-31,2015-08-02
None,Nuernberg,GER,2,1502.24353027,2015-08-01,2015-08-06
None,Goeteborg,SWE,1,1501.63391113,2015-07-31,2015-08-02
None,Midtjylland,DEN,1,1500.7590332,2015-08-01,2015-08-04
None,Atromitos,GRE,1,1500.7208252,2015-07-31,2015-08-05
None,Asteras Tripolis,GRE,1,1495.66467285,2015-07-31,2015-08-05
None,PAOK,GRE,1,1494.33679199,2015-07-31,2015-08-05
None,Dijon,FRA,2,1494.2154541,2015-08-01,2015-08-04
None,Brest,FRA,2,1492.34082031,2015-08-01,2015-08-04
None,Le Havre,FRA,2,1491.64294434,2015-08-01,2015-08-04
None,Twente,NED,1,1491.45983887,2015-07-31,2015-08-04
None,Vorskla,UKR,1,1491.16772461,2015-07-31,2015-08-02
None,Belenenses,POR,1,1490.35437012,2015-07-31,2015-08-06
None,Kryliya Sovetov,RUS,1,1489.35595703,2015-07-31,2015-08-01
None,Gazelec,FRA,1,1489.08654785,2015-07-31,2015-08-04
None,Sturm Graz,AUT,1,1488.81713867,2015-07-31,2015-08-02
None,Lech,POL,1,1488.32751465,2015-07-31,2015-08-01
None,Bologna,ITA,1,1485.4005127,2015-07-31,2015-08-06
None,Pescara,ITA,2,1485.13574219,2015-07-31,2015-08-06
None,Brentford,ENG,2,1484.84851074,2015-07-31,2015-08-06
None,Kortrijk,BEL,1,1484.42163086,2015-07-31,2015-08-01
None,Rio Ave,POR,1,1483.17114258,2015-07-31,2015-08-06
None,Pacos Ferreira,POR,1,1483.06835938,2015-07-31,2015-08-06
None,Omonia,CYP,0,1481.74499512,2015-07-31,2015-08-04
None,Konyaspor,TUR,1,1481.61828613,2015-07-31,2015-08-05
None,Mordovia,RUS,1,1481.34106445,2015-07-31,2015-08-02
None,Heerenveen,NED,1,1480.94665527,2015-07-31,2015-08-04
None,Targu Mures,ROM,1,1480.62609863,2015-07-31,2015-08-02
None,Austria Wien,AUT,1,1480.51599121,2015-07-31,2015-08-02
None,Genclerbirligi,TUR,1,1479.66064453,2015-07-31,2015-08-05
None,Lokeren,BEL,1,1479.1965332,2015-07-31,2015-08-02
None,Spezia,ITA,2,1478.25061035,2015-07-31,2015-08-06
None,Partizan,SRB,1,1477.93212891,2015-07-31,2015-08-01
None,Braunschweig,GER,2,1477.46606445,2015-08-01,2015-08-06
None,Sochaux,FRA,2,1477.06420898,2015-08-01,2015-08-04
None,Ufa,RUS,1,1476.33508301,2015-08-01,2015-08-05
None,CFR Cluj,ROM,1,1475.69812012,2015-08-01,2015-08-05
None,Union Berlin,GER,2,1475.47070312,2015-07-31,2015-08-02
None,Sivasspor,TUR,1,1473.3359375,2015-07-31,2015-08-05
None,StGallen,SUI,1,1472.79626465,2015-07-31,2015-08-01
None,M Tel Aviv,ISR,1,1472.35632324,2015-07-31,2015-08-05
None,Laval,FRA,2,1471.81518555,2015-08-01,2015-08-04
None,Mersin Idman,TUR,1,1471.62927246,2015-07-31,2015-08-05
None,Rijeka,CRO,1,1470.55383301,2015-07-31,2015-08-02
None,Apollon Lemesos,CYP,0,1470.04455566,2015-07-31,2015-08-04
None,Elfsborg,SWE,1,1469.13818359,2015-07-31,2015-08-02
None,Anzhi,RUS,1,1466.828125,2015-07-31,2015-08-01
None,Metz,FRA,2,1466.00671387,2015-07-31,2015-08-01
None,RB Leipzig,GER,2,1464.4954834,2015-07-31,2015-08-03
None,Cardiff,ENG,2,1464.43200684,2015-07-31,2015-08-06
None,Fuerth,GER,2,1464.16943359,2015-07-31,2015-08-03
None,Eskisehirspor,TUR,1,1463.33789062,2015-07-31,2015-08-05
None,Lens,FRA,2,1463.09558105,2015-07-31,2015-08-01
None,Duesseldorf,GER,2,1462.6529541,2015-07-31,2015-08-02
None,Dinamo Minsk,BLR,1,1460.96203613,2015-07-31,2015-08-05
None,Groningen,NED,1,1459.20239258,2015-07-31,2015-08-04
None,Cesena,ITA,2,1458.66088867,2015-07-31,2015-08-06
None,Sandhausen,GER,2,1457.25952148,2015-07-31,2015-08-02
None,Kasimpasa,TUR,1,1456.4407959,2015-07-31,2015-08-05
None,Frosinone,ITA,1,1455.24597168,2015-07-31,2015-08-06
None,Petrolul Ploiesti,ROM,1,1453.69641113,2015-08-01,2015-08-05
None,Auxerre,FRA,2,1453.18518066,2015-08-01,2015-08-04
None,Birmingham,ENG,2,1453.08569336,2015-07-31,2015-08-06
None,Bochum,GER,2,1453.05395508,2015-07-31,2015-08-01
None,Heidenheim,GER,2,1452.5838623,2015-08-01,2015-08-06
None,Razgrad,BUL,1,1452.19494629,2015-07-27,2015-08-01
None,Akhisar,TUR,1,1450.92602539,2015-07-31,2015-08-05
None,AIK,SWE,1,1450.52478027,2015-07-31,2015-08-02
None,Dniprodzerzhynsk,UKR,1,1450.41101074,2015-07-31,2015-08-02
None,Mechelen,BEL,1,1449.92456055,2015-07-31,2015-08-01
None,Molde,NOR,1,1449.48144531,2015-07-31,2015-08-04
None,Perugia,ITA,2,1448.69543457,2015-07-31,2015-08-06
None,Tours,FRA,2,1448.07177734,2015-07-31,2015-08-03
None,Mlada Boleslav,CZE,1,1447.86730957,2015-07-31,2015-08-02
None,Dinamo Bucuresti,ROM,1,1447.35375977,2015-07-31,2015-08-03
None,Zwolle,NED,1,1447.1652832,2015-07-31,2015-08-04
None,Sheffield Weds,ENG,2,1446.5526123,2015-07-31,2015-08-06
None,St Pauli,GER,2,1446.05065918,2015-07-31,2015-08-02
None,Djurgarden,SWE,1,1445.8215332,2015-07-31,2015-08-01
None,Moreirense,POR,1,1445.08508301,2015-07-31,2015-08-06
None,Vicenza,ITA,2,1443.96533203,2015-07-31,2015-08-06
None,Niort,FRA,2,1443.79064941,2015-08-01,2015-08-04
None,Livorno,ITA,2,1441.80651855,2015-07-31,2015-08-06
None,Rizespor,TUR,1,1441.77978516,2015-07-31,2015-08-05
None,Altach,AUT,1,1441.7434082,2015-07-31,2015-08-02
None,Forest,ENG,2,1440.59326172,2015-07-31,2015-08-06
None,Charlton,ENG,2,1439.82177734,2015-07-31,2015-08-06
None,Pandurii,ROM,1,1439.08447266,2015-07-31,2015-08-01
None,Aalborg,DEN,1,1438.39685059,2015-07-31,2015-08-03
None,Maribor,SVN,1,1438.22253418,2015-07-26,2015-08-01
None,Avellino,ITA,2,1437.88867188,2015-07-31,2015-08-06
None,Academica,POR,1,1435.84814453,2015-07-31,2015-08-06
None,Slovan Liberec,CZE,1,1433.29797363,2015-07-31,2015-08-02
None,Bolton,ENG,2,1432.91723633,2015-07-31,2015-08-06
None,Fulham,ENG,2,1432.43994141,2015-07-31,2015-08-06
None,Valenciennes,FRA,2,1430.78417969,2015-08-01,2015-08-04
None,Brighton,ENG,2,1430.72949219,2015-07-31,2015-08-06
None,Muenchen 60,GER,2,1430.43566895,2015-07-31,2015-08-01
None,Brondby,DEN,1,1430.31030273,2015-07-31,2015-08-02
None,Clermont,FRA,2,1430.2442627,2015-08-01,2015-08-04
None,Bari,ITA,2,1428.82165527,2015-07-31,2015-08-06
None,Larnaca,CYP,0,1428.75561523,2015-07-31,2015-08-04
None,Gaziantepspor,TUR,1,1428.04333496,2015-07-31,2015-08-05
None,Aberdeen,SCO,1,1425.71191406,2015-07-31,2015-08-02
None,Utrecht,NED,1,1422.44372559,2015-07-31,2015-08-04
None,Randers,DEN,1,1422.1986084,2015-07-31,2015-08-02
None,Creteil,FRA,2,1421.34960938,2015-08-01,2015-08-04
None,Norrkoeping,SWE,1,1420.84521484,2015-07-31,2015-08-02
None,Leeds,ENG,2,1420.62463379,2015-07-31,2015-08-06
None,Ried,AUT,1,1420.1262207,2015-07-31,2015-08-02
None,Modena,ITA,2,1420.09814453,2015-07-31,2015-08-06
None,FSV Frankfurt,GER,2,1419.09484863,2015-08-01,2015-08-06
None,Latina,ITA,2,1418.72338867,2015-07-31,2015-08-06
None,Kayseri,TUR,1,1417.66601562,2015-07-31,2015-08-05
None,Antalyaspor,TUR,1,1417.66601562,2015-07-31,2015-08-05
None,Ankaraspor,TUR,1,1417.66601562,2015-07-31,2015-08-05
None,Setubal,POR,1,1417.2845459,2015-07-31,2015-08-06
None,Huddersfield,ENG,2,1417.15795898,2015-07-31,2015-08-06
None,Giannina,GRE,1,1416.07250977,2015-07-31,2015-08-05
None,Ajaccio,FRA,2,1415.30126953,2015-08-01,2015-08-04
None,Wolfsberg,AUT,1,1414.84667969,2015-07-31,2015-08-02
None,Kiryat Shmona,ISR,1,1413.26025391,2015-07-31,2015-08-05
None,Teplice,CZE,1,1413.18322754,2015-07-31,2015-08-01
None,Slovacko,CZE,1,1413.1418457,2015-07-31,2015-08-01
None,Reading,ENG,2,1410.74719238,2015-07-31,2015-08-06
None,Jagiellonia,POL,1,1408.61804199,2015-07-31,2015-08-02
None,Karpaty,UKR,1,1408.55444336,2015-07-31,2015-08-01
None,Dukla,CZE,1,1407.90209961,2015-07-31,2015-08-01
None,Volyn Lutsk,UKR,1,1405.59985352,2015-07-31,2015-08-02
None,Nimes,FRA,2,1405.46728516,2015-08-01,2015-08-04
None,Boavista,POR,1,1403.73876953,2015-07-31,2015-08-06
None,Brescia,ITA,2,1403.6072998,2015-07-31,2015-08-06
None,Trapani,ITA,2,1403.55456543,2015-07-31,2015-08-06
None,Stromsgodset,NOR,1,1402.76928711,2015-07-31,2015-08-02
None,Chernomorets,UKR,1,1402.03161621,2015-07-31,2015-08-02
None,Slask,POL,1,1401.15344238,2015-07-31,2015-08-02
None,Odd Grenland,NOR,1,1401.08325195,2015-07-31,2015-08-02
None,Tondela,POR,1,1400.82165527,2015-07-31,2015-08-06
None,U Madeira,POR,1,1400.82165527,2015-07-31,2015-08-06
None,Pribram,CZE,1,1399.63305664,2015-07-31,2015-08-01
None,Jihlava,CZE,1,1399.42578125,2015-07-31,2015-08-01
None,Crotone,ITA,2,1399.12878418,2015-07-31,2015-08-06
None,Virtus Lanciano,ITA,2,1398.29992676,2015-07-31,2015-08-06
None,Zulte Waregem,BEL,1,1396.48132324,2015-07-31,2015-08-02
None,Karabakh Agdam,AZE,0,1395.35949707,2015-07-31,2015-08-05
None,Bielefeld,GER,2,1394.11535645,2015-08-01,2015-08-06
None,Den Haag,NED,1,1392.19104004,2015-07-31,2015-08-04
None,Beer-Sheva,ISR,1,1391.10107422,2015-07-31,2015-08-05
None,Rotherham,ENG,2,1390.74475098,2015-07-31,2015-08-06
None,Arouca,POR,1,1390.6451416,2015-07-31,2015-08-06
None,Maccabi Haifa,ISR,1,1389.97680664,2015-07-31,2015-08-05
None,Zilina,SLK,0,1389.87329102,2015-07-31,2015-08-06
None,Ternana,ITA,2,1388.82434082,2015-07-31,2015-08-06
None,Esbjerg,DEN,1,1387.93896484,2015-08-01,2015-08-04
None,Panetolikos,GRE,1,1385.33813477,2015-07-31,2015-08-05
None,Haecken,SWE,1,1385.18554688,2015-07-31,2015-08-01
None,Trnava,SLK,0,1383.72497559,2015-07-31,2015-08-06
None,Lugano,SUI,1,1383.70739746,2015-07-31,2015-08-02
None,Duisburg,GER,2,1383.56787109,2015-07-31,2015-08-01
None,Craiova,ROM,1,1382.59619141,2015-07-31,2015-08-02
None,Iasi,ROM,1,1382.17443848,2015-07-31,2015-08-01
None,Xanthi,GRE,1,1381.36547852,2015-07-31,2015-08-05
None,Oostende,BEL,1,1381.25769043,2015-07-31,2015-08-01
None,Olexandriya,UKR,1,1380.64440918,2015-07-31,2015-08-02
None,Helsingborg,SWE,1,1380.27087402,2015-08-01,2015-08-05
None,Heracles,NED,1,1379.66210938,2015-07-31,2015-08-04
None,Videoton,HUN,1,1377.65917969,2015-07-31,2015-08-01
None,Groedig,AUT,1,1376.37988281,2015-07-31,2015-08-02
None,Admira,AUT,1,1375.61901855,2015-07-31,2015-08-01
None,Odense,DEN,1,1375.2598877,2015-08-01,2015-08-04
None,Cracovia,POL,1,1374.02111816,2015-07-31,2015-08-01
None,Levadeiakos,GRE,1,1373.87988281,2015-07-31,2015-08-05
None,Soligorsk,BLR,1,1373.34143066,2015-07-31,2015-08-05
None,Vaduz,LIE,1,1372.32971191,2015-07-31,2015-08-02
None,Willem II,NED,1,1371.46276855,2015-07-31,2015-08-04
None,Litex,BUL,1,1370.671875,2015-07-26,2015-08-03
None,Panthrakikos,GRE,1,1370.58178711,2015-07-31,2015-08-05
None,Crvena Zvezda,SRB,1,1370.26538086,2015-08-01,2015-08-05
None,Wisla,POL,1,1369.95678711,2015-07-31,2015-08-01
None,Trencin,SLK,0,1369.17907715,2015-07-31,2015-08-06
None,Ferencvaros,HUN,1,1367.61730957,2015-07-31,2015-08-01
None,Botosani,ROM,1,1366.76123047,2015-07-31,2015-08-01
None,Valerenga,NOR,1,1366.5090332,2015-07-31,2015-08-01
None,Novara,ITA,2,1366.38867188,2015-07-31,2015-08-06
None,Ascoli,ITA,2,1366.38867188,2015-07-31,2015-08-06
None,Como,ITA,2,1366.38867188,2015-07-31,2015-08-06
None,Salernitana,ITA,2,1366.38867188,2015-07-31,2015-08-06
None,Hajduk,CRO,1,1365.98962402,2015-07-31,2015-08-02
None,Cambuur,NED,1,1365.63037109,2015-07-31,2015-08-04
None,Chiajna,ROM,1,1365.50109863,2015-08-01,2015-08-05
None,Brno,CZE,1,1364.28356934,2015-07-31,2015-08-02
None,Bristol City,ENG,2,1363.66418457,2015-07-31,2015-08-06
None,MK Dons,ENG,2,1363.66418457,2015-07-31,2015-08-06
None,Preston,ENG,2,1363.66418457,2015-07-31,2015-08-06
None,Mattersburg,AUT,1,1363.19018555,2015-07-31,2015-08-01
None,Viitorul,ROM,1,1362.26818848,2015-07-31,2015-08-02
None,Panionios,GRE,1,1361.50695801,2015-07-31,2015-08-05
None,Pro Vercelli,ITA,2,1360.92150879,2015-07-31,2015-08-06
None,Ruch,POL,1,1360.45031738,2015-07-31,2015-08-03
None,Entella,ITA,2,1359.06018066,2015-07-31,2015-08-06
None,Viking,NOR,1,1359.05700684,2015-08-01,2015-08-04
None,Bohemians Praha,CZE,1,1358.23986816,2015-07-31,2015-08-02
None,Uzhgorod,UKR,1,1358.06262207,2015-07-31,2015-08-01
