Rank,Club,Country,Level,Elo,From,To
38,Villarreal,ESP,1,1742.09753418,2024-06-02,2024-08-15
39,Torino,ITA,1,1738.89416504,2024-05-30,2024-08-15
40,Brugge,BEL,1,1727.6730957,2024-07-27,2024-08-01
41,West Ham,ENG,1,1726.24291992,2024-05-20,2024-08-01
42,Galatasaray,TUR,1,1725.55859375,2024-07-31,2024-08-01
43,Marseille,FRA,1,1724.24462891,2024-07-26,2024-08-04
44,Fenerbahce,TUR,1,1721.03771973,2024-07-31,2024-08-01
45,Lens,FRA,1,1719.13769531,2024-07-31,2024-08-04
46,Fulham,ENG,1,1716.27636719,2024-07-24,2024-08-04
47,Lyon,FRA,1,1713.1796875,2024-05-27,2024-08-06
48,Brighton,ENG,1,1713.16320801,2024-05-27,2024-08-13
49,Brentford,ENG,1,1711.08398438,2024-05-20,2024-08-07
50,Betis,ESP,1,1709.26013184,2024-06-02,2024-08-07
51,Everton,ENG,1,1706.85083008,2024-05-26,2024-08-07
52,Brest,FRA,1,1704.33203125,2024-05-26,2024-08-02
53,Nice,FRA,1,1702.64208984,2024-05-26,2024-08-02
54,Slavia Praha,CZE,1,1700.19909668,2024-07-31,2024-08-01
55,Frankfurt,GER,1,1696.98669434,2024-07-28,2024-08-02
56,Genoa,ITA,1,1696.19250488,2024-07-28,2024-08-02
57,St Gillis,BEL,1,1694.66918945,2024-07-28,2024-08-01
58,Rennes,FRA,1,1693.56115723,2024-06-02,2024-08-06
59,Mainz,GER,1,1693.44543457,2024-06-02,2024-08-07
60,Bournemouth,ENG,1,1691.12365723,2024-05-25,2024-08-07
61,Sparta Praha,CZE,1,1687.78308105,2024-07-31,2024-08-01
62,Hoffenheim,GER,1,1683.03820801,2024-07-26,2024-08-08
63,Wolves,ENG,1,1677.86230469,2024-06-02,2024-08-10
64,Freiburg,GER,1,1677.5723877,2024-06-02,2024-08-10
65,Sevilla,ESP,1,1676.25158691,2024-06-02,2024-08-10
66,Olympiakos,GRE,1,1673.23242188,2024-08-01,2024-08-01
67,Werder,GER,1,1666.80993652,2024-06-02,2024-08-13
68,Udinese,ITA,1,1666.17004395,2024-05-30,2024-08-10
69,Monza,ITA,1,1664.85754395,2024-05-30,2024-08-10
70,Valencia,ESP,1,1663.41638184,2024-06-02,2024-08-08
71,Zenit,RUS,1,1655.81469727,2024-07-28,2024-08-03
72,Celta,ESP,1,1653.12805176,2024-08-01,2024-08-01
73,Wolfsburg,GER,1,1652.27380371,2024-08-01,2024-08-01
74,Gladbach,GER,1,1652.19067383,2024-08-01,2024-08-01
75,Osasuna,ESP,1,1651.60498047,2024-08-01,2024-08-01
76,FC Kobenhavn,DEN,1,1651.52209473,2024-08-01,2024-08-01
77,Salzburg,AUT,1,1650.61364746,2024-08-01,2024-08-01
78,Forest,ENG,1,1647.71496582,2024-07-29,2024-08-07
79,Heidenheim,GER,1,1646.39916992,2024-07-23,2024-08-06
80,Montpellier,FRA,1,1645.79785156,2024-07-21,2024-08-04
81,Alaves,ESP,1,1645.66687012,2024-07-21,2024-08-04
82,Toulouse,FRA,1,1644.09509277,2024-07-21,2024-08-01
83,Leicester,ENG,1,1643.66943359,2024-07-21,2024-08-01
84,Anderlecht,BEL,1,1643.35705566,2024-07-28,2024-08-01
85,Mallorca,ESP,1,1642.41369629,2024-07-28,2024-08-01
86,Verona,ITA,1,1639.8404541,2024-07-26,2024-08-01
87,PAOK,GRE,1,1639.7746582,2024-08-01,2024-08-01
88,Union Berlin,GER,1,1639.59411621,2024-08-01,2024-08-01
89,Celtic,SCO,1,1639.37365723,2024-08-01,2024-08-01
90,Empoli,ITA,1,1638.60705566,2024-07-21,2024-08-01
91,Gent,BEL,1,1637.48071289,2024-07-29,2024-08-01
92,Braga,POR,1,1636.47497559,2024-07-29,2024-08-01
93,Reims,FRA,1,1633.6229248,2024-06-03,2024-08-04
94,Getafe,ESP,1,1626.93151855,2024-06-03,2024-08-04
95,Augsburg,GER,1,1626.43786621,2024-07-26,2024-08-04
96,Twente,NED,1,1625.69262695,2024-07-26,2024-08-01
97,Midtjylland,DEN,1,1619.64013672,2024-08-01,2024-08-01
98,AEK,GRE,1,1619.62329102,2024-08-01,2024-08-01
99,Lecce,ITA,1,1618.49060059,2024-07-26,2024-08-01
100,Rangers,SCO,1,1618.20214844,2024-07-26,2024-08-01
None,Ajax,NED,1,1618.12719727,2024-07-26,2024-08-01
None,Nordsjaelland,DEN,1,1616.44934082,2024-08-01,2024-08-01
None,Karabakh Agdam,AZE,0,1615.86779785,2024-08-01,2024-08-01
None,Rayo Vallecano,ESP,1,1612.1784668,2024-06-02,2024-08-17
None,Cagliari,ITA,1,1611.59204102,2024-05-30,2024-08-18
None,Burnley,ENG,2,1611.26379395,2024-07-04,2024-08-12
None,Frosinone,ITA,2,1610.27258301,2024-07-04,2024-08-18
None,Strasbourg,FRA,1,1608.73596191,2024-05-20,2024-08-06
None,Leeds,ENG,2,1606.81713867,2024-05-27,2024-08-10
None,Koeln,GER,2,1606.55456543,2024-07-04,2024-08-02
None,Shakhtar,UKR,1,1601.0065918,2024-08-01,2024-08-01
None,Bodoe Glimt,NOR,1,1600.18530273,2024-08-01,2024-08-01
None,Espanyol,ESP,1,1600.11877441,2024-07-04,2024-08-19
None,Southampton,ENG,1,1599.60339355,2024-07-04,2024-08-17
None,St Pauli,GER,1,1598.63818359,2024-07-04,2024-08-22
None,Bochum,GER,1,1596.98461914,2024-06-02,2024-08-22
None,Duesseldorf,GER,2,1596.37768555,2024-06-02,2024-08-04
None,Sassuolo,ITA,2,1596.24829102,2024-07-04,2024-08-18
None,Valladolid,ESP,1,1593.77954102,2024-07-04,2024-08-19
None,Sturm Graz,AUT,1,1591.57849121,2024-08-01,2024-08-01
None,Cadiz,ESP,2,1590.99645996,2024-07-04,2024-08-16
None,Antwerp,BEL,1,1589.95556641,2024-07-29,2024-08-01
None,Alkmaar,NED,1,1589.65209961,2024-07-26,2024-08-01
None,Las Palmas,ESP,1,1588.57495117,2024-06-02,2024-08-16
None,Brondby,DEN,1,1587.75756836,2024-08-01,2024-08-01
None,Viktoria Plzen,CZE,1,1581.28735352,2024-07-31,2024-08-01
None,M Tel Aviv,ISR,1,1573.73205566,2024-08-01,2024-08-01
None,Holstein,GER,1,1573.51721191,2024-07-04,2024-08-22
None,Parma,ITA,1,1571.97216797,2024-07-04,2024-08-17
None,Panathinaikos,GRE,1,1571.11560059,2024-08-01,2024-08-01
None,Hamburg,GER,2,1571.10571289,2024-06-02,2024-08-02
None,Genk,BEL,1,1570.75170898,2024-07-29,2024-08-01
None,Ipswich,ENG,1,1568.32556152,2024-07-04,2024-08-17
None,Eibar,ESP,2,1567.18664551,2024-06-13,2024-08-17
None,Leganes,ESP,1,1566.73596191,2024-07-04,2024-08-17
None,Oviedo,ESP,2,1565.95593262,2024-06-24,2024-08-17
None,Venezia,ITA,1,1565.5637207,2024-07-04,2024-08-18
None,Luton,ENG,2,1563.97265625,2024-07-04,2024-08-12
None,CSKA Moskva,RUS,1,1563.7989502,2024-07-28,2024-08-04
None,Dinamo Zagreb,CRO,1,1563.35510254,2024-07-26,2024-08-01
None,Almeria,ESP,2,1559.73291016,2024-07-04,2024-08-18
None,Cercle Brugge,BEL,1,1559.71606445,2024-07-29,2024-08-01
None,Guimaraes,POR,1,1559.11901855,2024-07-26,2024-08-01
None,Lorient,FRA,2,1558.77148438,2024-07-04,2024-08-06
None,Auxerre,FRA,1,1558.64770508,2024-07-04,2024-08-06
None,Levante,ESP,2,1553.99157715,2024-06-03,2024-08-18
None,Cremonese,ITA,2,1551.0949707,2024-06-03,2024-08-18
None,Lok Moskva,RUS,1,1549.79443359,2024-07-28,2024-08-04
None,Young Boys,SUI,1,1548.24304199,2024-07-31,2024-08-01
None,Como,ITA,1,1545.97338867,2024-07-04,2024-08-19
None,Dynamo Moskva,RUS,1,1544.35046387,2024-07-28,2024-08-03
None,FC Krasnodar,RUS,1,1543.78479004,2024-07-29,2024-08-04
None,Le Havre,FRA,1,1542.11987305,2024-05-20,2024-08-06
None,Karlsruhe,GER,2,1541.93493652,2024-06-02,2024-08-03
None,Nantes,FRA,1,1541.51818848,2024-05-20,2024-08-06
None,Granada,ESP,2,1541.32678223,2024-07-04,2024-08-15
None,Crvena Zvezda,SRB,1,1541.29553223,2024-08-01,2024-08-01
None,Maccabi Haifa,ISR,1,1540.13024902,2024-08-01,2024-08-01
None,Clermont,FRA,2,1538.69848633,2024-07-04,2024-08-06
None,Metz,FRA,2,1536.86694336,2024-07-04,2024-08-06
None,Middlesbrough,ENG,2,1534.9263916,2024-05-10,2024-08-10
None,Bueyueksehir,TUR,1,1534.28881836,2024-07-31,2024-08-01
None,Spartak Moskva,RUS,1,1533.98596191,2024-07-29,2024-08-05
None,Razgrad,BUL,1,1531.19824219,2024-08-01,2024-08-01
None,Salernitana,ITA,2,1531.0111084,2024-07-04,2024-08-17
None,Dynamo Kyiv,UKR,1,1529.99194336,2024-08-01,2024-08-01
None,Trabzonspor,TUR,1,1528.35095215,2024-07-31,2024-08-01
None,Mechelen,BEL,1,1527.43847656,2024-07-27,2024-08-01
None,West Brom,ENG,2,1523.57080078,2024-05-18,2024-08-10
None,Hertha,GER,2,1522.59765625,2024-06-02,2024-08-03
None,Utrecht,NED,1,1521.31970215,2024-07-26,2024-08-01
None,Servette,SUI,1,1521.18371582,2024-07-31,2024-08-01
None,Molde,NOR,1,1519.25891113,2024-08-01,2024-08-01
None,Sheffield United,ENG,2,1517.16918945,2024-07-04,2024-08-09
None,Santander,ESP,2,1516.79187012,2024-06-03,2024-08-18
None,Norwich,ENG,2,1513.94689941,2024-05-17,2024-08-10
None,Saint-Etienne,FRA,1,1510.51513672,2024-07-04,2024-08-06
None,Paderborn,GER,2,1510.09289551,2024-06-02,2024-08-03
None,Sampdoria,ITA,2,1507.04284668,2024-05-30,2024-08-18
None,Nijmegen,NED,1,1506.72131348,2024-07-26,2024-08-01
None,LASK,AUT,1,1506.4432373,2024-08-01,2024-08-01
None,Gijon,ESP,2,1504.77783203,2024-06-14,2024-08-18
None,Schalke,GER,2,1502.74731445,2024-06-02,2024-08-03
None,Hannover,GER,2,1502.55773926,2024-06-02,2024-08-03
None,Malmoe,SWE,1,1502.10412598,2024-08-01,2024-08-01
None,Huesca,ESP,2,1500.49633789,2024-06-03,2024-08-18
None,Arouca,POR,1,1500.35656738,2024-07-26,2024-08-01
None,Aarhus,DEN,1,1500.34729004,2024-08-01,2024-08-01
None,Sparta Rotterdam,NED,1,1500.34350586,2024-07-26,2024-08-01
None,Elche,ESP,2,1500.12634277,2024-06-03,2024-08-18
None,Tenerife,ESP,2,1499.10803223,2024-06-03,2024-08-19
None,Darmstadt,GER,2,1497.87158203,2024-07-04,2024-08-04
None,Hull,ENG,2,1497.24401855,2024-05-10,2024-08-10
None,Lugano,SUI,1,1495.96850586,2024-07-31,2024-08-01
None,Coventry,ENG,2,1494.5847168,2024-05-10,2024-08-10
None,Rostov,RUS,1,1490.75378418,2024-07-27,2024-08-03
None,Albacete,ESP,2,1490.60827637,2024-06-03,2024-08-15
None,Zuerich,SUI,1,1488.60644531,2024-07-31,2024-08-01
None,Legia,POL,1,1488.42199707,2024-08-01,2024-08-01
None,Besiktas,TUR,1,1488.12646484,2024-07-31,2024-08-01
None,Ferencvaros,HUN,1,1485.69885254,2024-08-01,2024-08-01
None,Burgos,ESP,2,1483.99572754,2024-06-03,2024-08-18
None,Zaragoza,ESP,2,1483.93005371,2024-06-03,2024-08-16
None,St Truiden,BEL,1,1483.80358887,2024-07-28,2024-08-01
None,Leuven,BEL,1,1478.76574707,2024-07-28,2024-08-01
None,Moreirense,POR,1,1478.68505859,2024-07-26,2024-08-01
None,Famalicao,POR,1,1478.10253906,2024-07-26,2024-08-01
None,Spezia,ITA,2,1477.34448242,2024-05-30,2024-08-17
None,Swansea,ENG,2,1477.21557617,2024-05-10,2024-08-10
None,Charleroi,BEL,1,1475.41894531,2024-07-29,2024-08-01
None,Fuerth,GER,2,1475.2142334,2024-06-02,2024-08-04
None,Angers,FRA,1,1474.5690918,2024-07-04,2024-08-06
None,Paris FC,FRA,2,1474.05786133,2024-05-22,2024-08-06
None,Cartagena,ESP,2,1473.94946289,2024-06-03,2024-08-18
None,Bristol City,ENG,2,1471.11096191,2024-05-10,2024-08-10
None,Elfsborg,SWE,1,1470.91601562,2024-08-01,2024-08-01
None,Catanzaro,ITA,2,1470.7532959,2024-05-30,2024-08-18
None,Palermo,ITA,2,1470.13464355,2024-05-30,2024-08-16
None,Rapid Wien,AUT,1,1470.0255127,2024-08-01,2024-08-01
None,Aris,GRE,1,1468.63818359,2024-08-01,2024-08-01
None,StGallen,SUI,1,1468.11230469,2024-07-31,2024-08-01
None,Jagiellonia,POL,1,1466.96496582,2024-08-01,2024-08-01
None,Go Ahead Eagles,NED,1,1466.82495117,2024-07-26,2024-08-01
None,Watford,ENG,2,1465.54150391,2024-05-10,2024-08-10
None,Millwall,ENG,2,1464.27624512,2024-05-10,2024-08-10
None,Hajduk,CRO,1,1461.82495117,2024-07-26,2024-08-01
None,Rakow,POL,1,1461.25012207,2024-08-01,2024-08-01
None,Stoke,ENG,2,1461.18151855,2024-05-10,2024-08-10
None,Mirandes,ESP,2,1460.97253418,2024-06-03,2024-08-16
None,Suedtirol,ITA,2,1460.36193848,2024-05-30,2024-08-17
None,Randers,DEN,1,1460.13122559,2024-08-01,2024-08-01
None,Pogon,POL,1,1459.11584473,2024-08-01,2024-08-01
None,Rio Ave,POR,1,1459.03674316,2024-07-26,2024-08-01
None,Alanyaspor,TUR,1,1459.0222168,2024-07-31,2024-08-01
None,Brann,NOR,1,1458.16796875,2024-08-01,2024-08-01
None,Ferrol,ESP,2,1457.390625,2024-06-03,2024-08-17
None,Viking,NOR,1,1456.63452148,2024-08-01,2024-08-01
None,Cosenza,ITA,2,1452.22229004,2024-05-30,2024-08-18
None,Caen,FRA,2,1451.84423828,2024-05-18,2024-08-06
None,Djurgarden,SWE,1,1450.81591797,2024-08-01,2024-08-01
None,Pisa,ITA,2,1450.78869629,2024-05-30,2024-08-17
None,Lech,POL,1,1450.65979004,2024-08-01,2024-08-01
None,Brescia,ITA,2,1450.17407227,2024-05-30,2024-08-16
None,Westerlo,BEL,1,1450.12194824,2024-07-29,2024-08-01
None,Rodez,FRA,2,1450.04309082,2024-05-25,2024-08-06
None,Sivasspor,TUR,1,1449.88134766,2024-07-31,2024-08-01
None,QPR,ENG,2,1449.0760498,2024-05-10,2024-08-10
None,Sheffield Weds,ENG,2,1448.48132324,2024-05-10,2024-08-11
None,Blackburn,ENG,2,1448.36901855,2024-05-10,2024-08-09
None,Bari,ITA,2,1448.11755371,2024-05-30,2024-08-17
None,Rijeka,CRO,1,1447.87768555,2024-07-26,2024-08-01
None,Standard,BEL,1,1445.55615234,2024-07-29,2024-08-01
None,Preston,ENG,2,1444.33605957,2024-05-10,2024-08-09
None,Kasimpasa,TUR,1,1441.03540039,2024-07-31,2024-08-01
None,Orenburg,RUS,1,1439.79418945,2024-07-29,2024-08-04
None,Larnaca,CYP,0,1439.21191406,2024-07-31,2024-08-01
None,Viborg,DEN,1,1439.00244141,2024-08-01,2024-08-01
None,Steaua,ROM,1,1437.09301758,2024-08-01,2024-08-01
None,Eldense,ESP,2,1437.06396484,2024-06-03,2024-08-19
None,Terek Grozny,RUS,1,1436.92553711,2024-07-29,2024-08-04
None,Silkeborg,DEN,1,1436.7980957,2024-08-01,2024-08-01
None,Gil Vicente,POR,1,1436.50183105,2024-07-26,2024-08-01
None,CFR Cluj,ROM,1,1436.07714844,2024-08-01,2024-08-01
None,Sunderland,ENG,2,1434.69873047,2024-05-10,2024-08-10
None,Modena,ITA,2,1434.65075684,2024-05-30,2024-08-17
None,Lautern,GER,2,1434.19714355,2024-06-02,2024-08-04
None,Konyaspor,TUR,1,1433.51293945,2024-07-31,2024-08-01
None,Sheriff Tiraspol,MOL,0,1433.02734375,2024-07-31,2024-08-01
None,Austria Wien,AUT,1,1432.47619629,2024-08-01,2024-08-01
None,Casa Pia,POR,1,1430.0168457,2024-07-26,2024-08-01
None,Rubin Kazan,RUS,1,1429.98376465,2024-07-28,2024-08-03
None,Banik Ostrava,CZE,1,1428.55297852,2024-07-31,2024-08-01
None,Craiova,ROM,1,1428.51513672,2024-08-01,2024-08-01
None,Hammarby,SWE,1,1427.15368652,2024-08-01,2024-08-01
None,Hearts,SCO,1,1425.69714355,2024-07-26,2024-08-01
None,Beer-Sheva,ISR,1,1424.01257324,2024-08-01,2024-08-01
None,Juve Stabia,ITA,2,1423.72851562,2024-07-03,2024-08-17
None,Cesena,ITA,2,1423.72851562,2024-07-03,2024-08-18
None,Mantova,ITA,2,1423.72851562,2024-07-03,2024-08-18
None,Carrarese,ITA,2,1423.72851562,2024-07-03,2024-08-18
None,Guingamp,FRA,2,1422.97766113,2024-05-18,2024-08-06
None,Adana Demirspor,TUR,1,1421.72143555,2024-07-31,2024-08-01
None,Slask,POL,1,1421.53015137,2024-08-01,2024-08-01
None,Bastia,FRA,2,1420.98156738,2024-05-18,2024-08-06
None,Cittadella,ITA,2,1420.96765137,2024-05-30,2024-08-17
None,APOEL,CYP,0,1420.35693359,2024-07-31,2024-08-01
None,Piast Gliwice,POL,1,1419.78430176,2024-08-01,2024-08-01
None,Castellon,ESP,2,1419.67626953,2024-07-03,2024-08-17
None,Depor,ESP,2,1419.67626953,2024-07-03,2024-08-17
None,Malaga,ESP,2,1419.67626953,2024-07-03,2024-08-17
None,Cordoba,ESP,2,1419.67626953,2024-07-03,2024-08-16
None,Magdeburg,GER,2,1419.41174316,2024-06-02,2024-08-03
None,Omonia,CYP,0,1418.05407715,2024-07-31,2024-08-01
None,Osijek,CRO,1,1417.33789062,2024-07-26,2024-08-01
None,Reggiana,ITA,2,1416.83911133,2024-05-30,2024-08-18
None,Amiens,FRA,2,1416.72839355,2024-05-18,2024-08-06
None,Heerenveen,NED,1,1416.71972656,2024-07-26,2024-08-01
None,Basel,SUI,1,1413.13842773,2024-07-31,2024-08-01
None,Troyes,FRA,2,1413.05212402,2024-05-18,2024-08-06
None,Farense,POR,1,1412.17016602,2024-07-26,2024-08-01
None,Plymouth,ENG,2,1410.80383301,2024-05-10,2024-08-11
None,Antalyaspor,TUR,1,1410.32312012,2024-07-31,2024-08-01
None,Nuernberg,GER,2,1408.41052246,2024-06-02,2024-08-03
None,Kryliya Sovetov,RUS,1,1408.08728027,2024-07-27,2024-08-05
None,Hradec Kralove,CZE,1,1408.05249023,2024-07-31,2024-08-01
None,Mlada Boleslav,CZE,1,1406.73730469,2024-07-31,2024-08-01
None,Cardiff,ENG,2,1405.44506836,2024-05-10,2024-08-10
None,Slovacko,CZE,1,1404.73974609,2024-07-31,2024-08-01
None,Slovan Bratislava,SLK,0,1404.05041504,2024-08-01,2024-08-01
None,Tromso,NOR,1,1403.90344238,2024-08-01,2024-08-01
None,Annecy,FRA,2,1403.2052002,2024-05-18,2024-08-06
None,Braunschweig,GER,2,1403.13928223,2024-06-02,2024-08-03
None,Haecken,SWE,1,1403.06469727,2024-08-01,2024-08-01
None,Cherno More,BUL,1,1401.88195801,2024-08-01,2024-08-01
None,Levski,BUL,1,1401.74829102,2024-08-01,2024-08-01
None,Pau,FRA,2,1400.68859863,2024-05-18,2024-08-06
None,Estoril,POR,1,1400.44067383,2024-07-26,2024-08-01
None,Hartberg,AUT,1,1399.87463379,2024-08-01,2024-08-01
None,Gornik,POL,1,1399.79882812,2024-08-01,2024-08-01
None,Paphos,CYP,0,1398.77734375,2024-07-31,2024-08-01
None,Boavista,POR,1,1398.38269043,2024-07-26,2024-08-01
None,Elversberg,GER,2,1396.53063965,2024-06-02,2024-08-03
None,Wolfsberg,AUT,1,1394.61499023,2024-08-01,2024-08-01
None,CSKA Sofia,BUL,1,1394.55639648,2024-08-01,2024-08-01
None,Sabah,AZE,0,1394.41162109,2024-08-01,2024-08-01
None,Zwolle,NED,1,1394.20495605,2024-07-26,2024-08-01
None,Sittard,NED,1,1393.73608398,2024-07-26,2024-08-01
None,Regensburg,GER,2,1393.6574707,2024-07-03,2024-08-03
None,Muenster,GER,2,1393.6574707,2024-07-03,2024-08-04
None,Ulm,GER,2,1393.6574707,2024-07-03,2024-08-04
None,Waalwijk,NED,1,1387.43359375,2024-07-26,2024-08-01
None,Cracovia,POL,1,1386.93469238,2024-08-01,2024-08-01
None,Estrela Amadora,POR,1,1386.70788574,2024-07-26,2024-08-01
None,Slovan Liberec,CZE,1,1386.60314941,2024-07-31,2024-08-01
None,Vejle,DEN,1,1386.20275879,2024-08-01,2024-08-01
None,Luzern,SUI,1,1386.19506836,2024-07-31,2024-08-01
None,Trnava,SLK,0,1383.78466797,2024-08-01,2024-08-01
None,Klagenfurt,AUT,1,1383.35119629,2024-08-01,2024-08-01
None,Portsmouth,ENG,2,1383.16589355,2024-07-03,2024-08-10
None,Oxford,ENG,2,1383.16589355,2024-07-03,2024-08-10
None,Derby,ENG,2,1383.16589355,2024-07-03,2024-08-09
None,Grenoble,FRA,2,1381.84887695,2024-05-18,2024-08-06
None,Puskas Akademia,HUN,1,1380.32861328,2024-08-01,2024-08-01
None,Ajaccio,FRA,2,1379.14282227,2024-05-18,2024-08-06
None,Santa Clara,POR,1,1378.1706543,2024-07-26,2024-08-01
None,AVS Futebol,POR,1,1378.1706543,2024-07-26,2024-08-01
None,Nacional,POR,1,1378.1706543,2024-07-26,2024-08-01
None,Lyngby,DEN,1,1377.43005371,2024-08-01,2024-08-01
None,Laval,FRA,2,1377.38232422,2024-05-18,2024-08-06
None,Kayseri,TUR,1,1377.18505859,2024-07-31,2024-08-01
None,Almere,NED,1,1376.82702637,2024-07-26,2024-08-01
None,Gaziantep FK,TUR,1,1376.03942871,2024-07-31,2024-08-01
None,Rosenborg,NOR,1,1375.98486328,2024-08-01,2024-08-01
None,Fakel Voronezh,RUS,1,1375.61328125,2024-07-28,2024-08-04
None,Ruzomberok,SLK,0,1375.55603027,2024-08-01,2024-08-01
None,Lillestrom,NOR,1,1375.20056152,2024-08-01,2024-08-01
None,Maribor,SVN,1,1375.08837891,2024-07-31,2024-08-01
None,Sigma Olomouc,CZE,1,1374.12939453,2024-07-31,2024-08-01
None,Zira,AZE,0,1372.0168457,2024-08-01,2024-08-01
None,Rizespor,TUR,1,1371.01245117,2024-07-31,2024-08-01
None,Sepsi,ROM,1,1370.53283691,2024-08-01,2024-08-01
None,Winterthur,SUI,1,1370.49072266,2024-07-31,2024-08-01
None,Lubin,POL,1,1368.2253418,2024-08-01,2024-08-01
None,Aalborg,DEN,1,1367.22644043,2024-08-01,2024-08-01
None,Jablonec,CZE,1,1367.01965332,2024-07-31,2024-08-01
None,Lok Zagreb,CRO,1,1366.99291992,2024-07-26,2024-08-01
None,Samsunspor,TUR,1,1365.90222168,2024-07-31,2024-08-01
None,Hapoel Haifa,ISR,1,1364.99438477,2024-08-01,2024-08-01
None,Mjaellby,SWE,1,1363.66674805,2024-08-01,2024-08-01
None,Dender,BEL,1,1362.00073242,2024-07-28,2024-08-01
None,Kortrijk,BEL,1,1361.06958008,2024-07-29,2024-08-01
None,Martigues,FRA,2,1360.16369629,2024-07-03,2024-08-06
None,Red Star,FRA,2,1360.16369629,2024-07-03,2024-08-06
None,Lausanne,SUI,1,1360.04553223,2024-07-31,2024-08-01
None,Celje,SVN,1,1357.51403809,2024-07-31,2024-08-01
None,Beerschot AC,BEL,1,1357.2310791,2024-07-28,2024-08-01
None,SonderjyskE,DEN,1,1356.18493652,2024-08-01,2024-08-01
None,Fredrikstad,NOR,1,1355.59484863,2024-08-01,2024-08-01
None,Partizan,SRB,1,1355.34130859,2024-08-01,2024-08-01
None,Zorya,UKR,1,1354.8659668,2024-08-01,2024-08-01
None,Sion,SUI,1,1354.60681152,2024-07-31,2024-08-01
None,Sarpsborg,NOR,1,1354.41894531,2024-08-01,2024-08-01
None,Dunkerque,FRA,2,1354.37121582,2024-05-18,2024-08-06
None,Heracles,NED,1,1353.66369629,2024-07-26,2024-08-01
None,Kilmarnock,SCO,1,1352.55114746,2024-07-26,2024-08-01
None,Widzew,POL,1,1352.42248535,2024-08-01,2024-08-01
None,Stromsgodset,NOR,1,1352.23217773,2024-08-01,2024-08-01
None,Rapid Bucuresti,ROM,1,1351.72766113,2024-08-01,2024-08-01
None,Grasshoppers,SUI,1,1351.61877441,2024-07-31,2024-08-01
None,Bohemians Praha,CZE,1,1349.3137207,2024-07-31,2024-08-01
None,IK Sirius,SWE,1,1347.71081543,2024-08-01,2024-08-01
None,Aberdeen,SCO,1,1345.1796875,2024-07-26,2024-08-01
None,Bodrum,TUR,1,1342.3001709,2024-07-31,2024-08-01
None,Eyupspor,TUR,1,1342.3001709,2024-07-31,2024-08-01
None,Goeztepe,TUR,1,1342.3001709,2024-07-31,2024-08-01
None,Rukh Lviv,UKR,1,1341.42468262,2024-08-01,2024-08-01
None,Sumqayit,AZE,0,1341.38842773,2024-08-01,2024-08-01
None,Videoton,HUN,1,1341.12084961,2024-08-01,2024-08-01
None,Hatayspor,TUR,1,1338.43688965,2024-07-31,2024-08-01
None,Teplice,CZE,1,1337.87121582,2024-07-31,2024-08-01
